"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"sRNA87",1082.19039159358,2.3152059497809,0.336041993506019,9.2503899139771e-13,1.11004678967725e-11
"sRNA77",629.150368980646,-1.77132927240712,0.369427155361804,3.75753673091322e-07,2.25452203854793e-06
"sRNA76",114.350886891177,-1.65885805105442,0.436914131424077,3.96570158327731e-05,0.000158628063331093
"sRNA54",30.7266994984295,2.45923811207547,0.741052637779882,0.000105327815844944,0.000315983447534833
"sRNA30",11.4361346510537,3.5733957881409,1.27871251701338,0.000406675352798374,0.000976020846716097
"sRNA84",78994.1419683977,-0.833347971950836,0.333555061513739,0.00785953929203284,0.0157190785840657
"sRNA40",3.06298495809148,-1.14629134400356,2.01099615297879,0.0282037452886249,0.0483492776376426
"sRNA20",14.6203066808895,0.845823260450665,0.77528097274833,0.133964682554937,0.200947023832406
"sRNA102",134.12824081088,0.469766267670796,0.501618020841007,0.282923365557414,0.377231154076552
"sRNA85",20.8173539993073,0.495483899979305,0.720403662737898,0.353643252952273,0.406322856942457
"sRNA21",11.4341199921499,-0.477491082426741,0.781352581509022,0.372462618863919,0.406322856942457
"sRNA103",9.93088468499922,-0.0276264954516614,0.794080330775544,0.952374042944491,0.952374042944491
"sRNA53",0,NA,NA,NA,NA
